Zone Code,Zone Name,people,households,rent,%rent,qual,%noqual
17UHGC,Barms,1925,9,874,45.4025974,17,0.883116883
00JANB,Barnack,2613,65,1091,41.75277459,18,0.688863375
20UHFW,Barnard Castle East,1714,11,788,45.97432905,22,1.283547258
20UHFX,Barnard Castle North,1499,8,619,41.29419613,7,0.466977985
20UHFY,Barnard Castle West,2189,35,973,44.44952033,13,0.593878483
24UHFQ,Barncroft,6073,17,2254,37.11509962,44,0.72451836
00ADGA,Barnehurst,10277,69,4211,40.9749927,71,0.690863092
00BDFW,Barnes,9823,266,4137,42.11544335,245,2.494146391
00KAMS,Barnfield,7032,114,2616,37.20136519,105,1.493174061
30UGFU,Barnfield,4542,48,1900,41.83179216,48,1.05680317
45UCGJ,Barnham,8091,124,3233,39.957978,79,0.976393524
00AEGK,Barnhill,13188,196,4926,37.35213831,465,3.525932666
00ASGG,Barnhill,11728,103,4151,35.39392906,318,2.711459754
42UFGN,Barningham,2541,31,1027,40.4171586,13,0.511609603
20UHFZ,Barningham and Ovington,614,16,251,40.87947883,3,0.488599349
00AUFX,Barnsbury,10274,87,4887,47.56667316,359,3.494257349
22UQGK,Barnston and High Easter,1507,31,578,38.35434638,16,1.061712011
13UHGP,Barnton,5527,48,2280,41.25203546,34,0.615161932
34UDFX,Barnwell,1952,40,766,39.24180328,13,0.665983607
23UEFS,Barnwood,9115,92,3435,37.68513439,52,0.570488206
13UDGG,Barony Weaver,5298,30,2509,47.35749339,40,0.755001888
13UBGE,Barrow,1923,38,773,40.1976079,24,1.248049922
42UFGP,Barrow,2069,46,845,40.84098598,10,0.483325278
31UCGH,Barrow and Sileby West,5627,58,2331,41.42527101,47,0.835258575
17UDFX,Barrow Hill and New Whittington,5774,30,2560,44.33668168,39,0.675441635
16UCFP,Barrow Island,2606,7,1326,50.88257866,16,0.613967767
32UGGP,Barrowby,1996,33,793,39.72945892,18,0.901803607
30UJFW,Barrowford,4979,79,2149,43.16127736,39,0.783289817
00CNFC,Bartley Green,21793,103,9613,44.1104942,404,1.853806268
00BRFA,Barton,10434,24,4904,47.00019168,83,0.795476327
00FDMW,Barton,9485,93,3997,42.1402214,79,0.832894043
12UGGY,Barton,2330,65,1033,44.33476395,40,1.716738197
24UJGM,Barton,5056,50,2472,48.89240506,22,0.435126582
29UCGD,Barton,9475,120,3562,37.59366755,655,6.91292876
34UEGB,Barton,4185,27,1753,41.88769415,12,0.286738351
36UEGE,Barton,1272,23,530,41.66666667,8,0.628930818
38UCFT,Barton and Sandhills,5881,22,2354,40.02720626,145,2.46556708
23UEFT,Barton and Tredworth,10327,58,4225,40.91217198,117,1.132952455
09UEGD,Barton-le-Clay,4793,36,1918,40.01669101,40,0.834550386
31UEFX,Barwell,8781,63,3582,40.79262043,60,0.683293475
00DAFC,Barwick and Kippax,23504,212,9647,41.0440776,155,0.659462219
39UCGD,Baschurch,1475,31,576,39.05084746,17,1.152542373
00FYNG,Basford,15113,51,6600,43.67101171,399,2.640111163
24UJGN,Bashley,2740,31,1171,42.73722628,35,1.277372263
00MBNK,Basildon,2841,103,1087,38.26117564,21,0.739176346
24UBHP,Basing,8191,161,3276,39.99511659,51,0.622634599
12UDGC,Bassenhally,1600,11,682,42.625,3,0.1875
00MSMS,Bassett,13139,146,5114,38.92229241,1700,12.9385798
12UGGZ,Bassingbourn,5403,78,1795,33.22228392,38,0.703312974
32UEGJ,Bassingham,2598,42,1021,39.29946112,17,0.6543495
00EXNA,Bastwell,7390,101,1967,26.61705007,205,2.774018945
41UGGJ,Baswich,3802,55,1611,42.37243556,31,0.815360337
47UDFP,Batchley,6263,20,2724,43.49353345,58,0.926073767
26UGFY,Batchwood,6728,67,2566,38.1391201,59,0.876932224
00HANQ,Bathavon North,7074,130,3083,43.58213175,81,1.145038168
00HANR,Bathavon South,2976,71,1155,38.81048387,72,2.419354839
00HANS,Bathavon West,2503,45,830,33.16020775,289,11.54614463
00HANT,Bathwick,4087,63,1174,28.72522633,1334,32.6400783
00CZFB,Batley East,18805,126,6639,35.30444031,335,1.781441106
00CZFC,Batley West,18910,83,7229,38.22845056,230,1.216287678
47UEFP,Battenhall,5216,79,2169,41.58358896,62,1.188650307
24UHFR,Battins,6594,18,2737,41.507431,64,0.970579315
00MCMS,Battle,9231,56,4045,43.81973784,154,1.668291626
00CKFA,Battle Hill,11780,58,4983,42.30050934,144,1.222410866
21UGGD,Battle Town,4780,74,2124,44.43514644,34,0.711297071
23UBFR,Battledown,4595,110,1955,42.54624592,55,1.19695321
39UEGA,Battlefield and Heathgates,4754,34,1870,39.33529659,35,0.736222129
24UBHQ,Baughurst,2473,70,955,38.61706429,15,0.606550748
30UGFW,Baxenden,4304,57,1696,39.40520446,31,0.720260223
00MDMQ,Baylis and Stoke,10334,95,3134,30.32707567,258,2.496613122
39UEGB,Bayston Hill,5247,93,2103,40.08004574,33,0.628930818
00BKGB,Bayswater,8145,116,4537,55.70288521,521,6.396562308
45UCGK,Beach,4802,67,2100,43.73177843,41,0.853810912
37UGGK,Beacon,4539,38,2025,44.61335096,41,0.903282661
40UBGM,Beacon,2624,50,1012,38.56707317,16,0.609756098
47UBFZ,Beacon,2145,24,835,38.92773893,17,0.792540793
00CLFB,Beacon and Bents,7591,37,3210,42.28691872,116,1.528125412
29UNGE,Beacon Road,4468,33,1799,40.26410027,47,1.051924799
23UCGN,Beacon-Stow,3470,54,1570,45.24495677,15,0.432276657
11UEFX,Beaconsfield North,4546,175,1794,39.46326441,74,1.627804663
11UEFY,Beaconsfield South,3132,54,1301,41.53895275,19,0.606641124
11UEFZ,Beaconsfield West,3001,64,1176,39.18693769,29,0.966344552
35UCFT,Beadnell,810,7,397,49.01234568,3,0.37037037
19UHGR,Beaminster,3919,41,1819,46.41490176,26,0.66343455
29UDGA,Bean and Darenth,5672,30,2121,37.39421721,35,0.617066291
00EXNB,Beardwood with Lammack,5485,133,2060,37.55697356,74,1.349134002
43UEGD,Beare Green,1863,31,859,46.10842727,8,0.429414922
20UEGB,Bearpark and Witton Gilbert,4456,36,1970,44.21005386,85,1.907540395
29UHGH,Bearsted,8010,120,3261,40.71161049,45,0.561797753
00CGFA,Beauchief,18410,164,8047,43.70994025,199,1.080934275
22UNGN,Beaumont and Thorpe,2399,32,955,39.80825344,19,0.791996665
00FNNH,Beaumont Leys,13838,96,5616,40.58389941,214,1.546466252
29UBHA,Beaver,5666,6,2300,40.59301094,37,0.653018002
00CBFA,Bebington,13720,163,5601,40.82361516,133,0.969387755
42UHFY,Beccles North,4650,49,2237,48.10752688,28,0.602150538
42UHFZ,Beccles South,5096,31,2112,41.44427002,24,0.470957614
33UHGW,Beck Vale,2186,30,931,42.58920403,18,0.823421775
16UEGE,Beckermet,2740,42,1138,41.53284672,15,0.547445255
00ECNE,Beckfield,4919,17,2402,48.83106322,34,0.691197398
37UCGE,Beckingham,2159,32,921,42.65863826,20,0.926354794
40UBGN,Beckington and Rode,2310,69,986,42.68398268,12,0.519480519
00BBGB,Beckton,13112,64,5117,39.02532032,619,4.720866382
00ABFZ,Becontree,11450,29,4298,37.5371179,463,4.043668122
24UJGP,Becton,4751,53,2062,43.40138918,23,0.484108609
36UCGM,Bedale,4438,44,1852,41.73050924,18,0.405588103
00BFGC,Beddington North,9941,94,3989,40.12674781,76,0.764510613
00BFGD,Beddington South,10423,145,4118,39.50877866,169,1.62141418
00CHFA,Bede,7122,12,3654,51.30581297,97,1.361976973
00CLFC,Bede,7052,16,3168,44.92342598,54,0.765740216
44UCFW,Bede,6760,40,2886,42.69230769,41,0.606508876
00ATFY,Bedfont,10104,58,4171,41.28068092,112,1.108471892
00BJGA,Bedford,13017,145,6041,46.40854267,296,2.273949451
00BWFE,Bedford-Astley,10518,67,4496,42.74576916,61,0.579958167
11UBGT,Bedgrove,9171,165,3518,38.36004798,78,0.850507033
24UHFS,Bedhampton,8597,66,3591,41.77038502,63,0.732813772
35UGFS,Bedlington Central,4325,35,1802,41.66473988,37,0.855491329
35UGFT,Bedlington East,4462,14,1992,44.64365755,35,0.784401614
35UGFU,Bedlington West,5360,36,2208,41.19402985,48,0.895522388
00HBNP,Bedminster,10758,37,4852,45.10131995,126,1.171221417
26UJFZ,Bedmond & Primrose Hill,3243,25,1395,43.01572618,22,0.678384212
47UEFQ,Bedwardine,7875,100,3144,39.92380952,122,1.549206349
26UHFR,Bedwell,6544,20,2960,45.23227384,50,0.76405868
46UBGL,Bedwyn,1793,32,761,42.44283324,9,0.501952036
00BWFF,Beech Hill,11485,52,4650,40.48759251,79,0.687853722
00ECNF,Beechwood,5458,16,2208,40.45437889,48,0.879443019
00ETMZ,Beechwood,3984,62,1543,38.72991968,40,1.004016064
18UBGQ,Beer and Branscombe,1908,25,830,43.50104822,10,0.524109015
00DAFD,Beeston,16454,41,7053,42.86495685,236,1.43430169
37UDGA,Beeston Central,4752,25,2200,46.2962963,599,12.60521886
37UDGB,Beeston North,5915,56,2443,41.30177515,599,10.12679628
37UDGC,Beeston Rylands,5376,29,2391,44.47544643,200,3.720238095
37UDGD,Beeston West,4966,58,2224,44.78453484,299,6.020942408
16UDGA,Belah,5986,75,2515,42.01470097,50,0.835282325
00KFMP,Belfairs,8944,67,4108,45.93023256,54,0.603756708
35UCFU,Belford,1055,16,480,45.49763033,5,0.473933649
00FNNJ,Belgrave,10297,155,3658,35.52491017,359,3.486452365
41UKFM,Belgrave,7546,40,2703,35.82030215,46,0.609594487
00KGMY,Belhus,8702,22,3683,42.32360377,41,0.471156056
00CRFB,Belle Vale and Hasbury,11728,65,5163,44.0228513,64,0.545702592
16UDGB,Belle Vue,5625,23,2333,41.47555556,32,0.568888889
39UEGC,Belle Vue,4430,73,2091,47.20090293,51,1.151241535
00AZGD,Bellingham,13642,59,5820,42.66236622,238,1.744612227
35UFGM,Bellingham,1227,15,525,42.78728606,0,0
00AQFY,Belmont,9506,172,3370,35.45129392,185,1.94613928
00BFGE,Belmont,9790,165,4343,44.36159346,149,1.521961185
00GAPA,Belmont,9464,48,3990,42.15976331,46,0.486052409
00MENA,Belmont,7541,108,3161,41.91751757,56,0.742607081
20UEGC,Belmont,3665,94,1449,39.5361528,47,1.282401091
32UGGQ,Belmont,4344,49,1743,40.12430939,25,0.575506446
17UBGE,Belper Central,4949,49,2216,44.77672257,38,0.767831885
17UBGF,Belper East,6027,41,2384,39.55533433,38,0.630496101
17UBGG,Belper North,4729,51,2077,43.92049059,31,0.65552971
17UBGH,Belper South,4843,40,2113,43.62998142,33,0.681395829
00AGGD,Belsize,11653,125,6151,52.78469064,590,5.063073887
00ADGB,Belvedere,10839,58,4629,42.70689178,108,0.996401882
00MWPD,Bembridge North,1771,32,835,47.14850367,11,0.621118012
00MWPE,Bembridge South,2077,28,942,45.35387578,13,0.625902744
46UDGS,Bemerton,6288,34,2456,39.05852417,33,0.52480916
00BNFD,Benchill,10439,17,4367,41.83350896,130,1.245330012
29UQGB,Benenden and Cranbrook,7588,186,2775,36.57090142,138,1.818661044
20UDGB,Benfieldside,4575,64,1895,41.42076503,50,1.092896175
47UFGQ,Bengeworth,4697,34,2064,43.9429423,36,0.766446668
23UBFS,Benhall and The Reddings,5193,60,2108,40.5931061,27,0.519930676
44UDGB,Benn,6265,69,2726,43.51157223,71,1.133280128
26UCGL,Bennetts End,5899,24,2284,38.71842685,43,0.728937108
00CHFB,Bensham,7487,84,2994,39.98931481,555,7.412848938
00AHGG,Bensham Manor,16088,98,6277,39.01665838,353,2.194181999
38UDGL,Benson,6091,118,2179,35.77409292,31,0.508947628
36UBGD,Bentham,3573,53,1491,41.72963896,54,1.511335013
00GLMY,Bentilee and Townsend,11931,21,5311,44.5142905,82,0.687285223
00CUFC,Bentley and Darlaston North,13689,64,5329,38.92906713,154,1.124990869
00CEFE,Bentley Central,11591,41,4782,41.25614701,74,0.638426365
00CEFF,Bentley North Road,11570,43,4917,42.49783924,68,0.58772688
00CKFB,Benton,8621,80,3770,43.7304257,81,0.939566176
00CJFA,Benwell,7184,19,3186,44.34855234,98,1.364142539
12UDGD,"Benwick, Coates and Eastrea",3999,41,1552,38.80970243,10,0.250062516
18ULFY,Bere Ferrers,3066,36,1291,42.10697978,28,0.913242009
19UGFN,Bere Regis,1984,28,850,42.84274194,15,0.756048387
22UGGE,Berechurch,8367,46,3217,38.44866738,60,0.717102904
38UDGM,Berinsfield,5772,67,2311,40.03811504,27,0.467775468
23UFGK,Berkeley,4091,40,1744,42.63016377,19,0.464434124
26UCGM,Berkhamsted Castle,5660,102,2491,44.01060071,71,1.254416961
26UCGN,Berkhamsted East,5388,114,2186,40.57164068,47,0.872308834
26UCGP,Berkhamsted West,5450,132,2133,39.13761468,58,1.064220183
42UBGJ,Berners,3867,45,1668,43.13421257,23,0.594776312
00FYNH,Berridge,16122,77,6966,43.2080387,1150,7.133110036
40UCGL,Berrow,2329,17,969,41.60583942,14,0.601116359
00HHMN,Berry Head-with-Furzeham,10157,96,4748,46.74608644,58,0.571034754
23UDGH,Berry Hill,1640,17,658,40.12195122,12,0.731707317
37UFFU,Berry Hill,5980,94,2544,42.54180602,56,0.936454849
00GLMZ,Berryhill and Hanley East,10579,15,5020,47.45250024,275,2.599489555
00AXFY,Berrylands,9278,111,4447,47.93058849,324,3.492131925
45UCGL,Bersted,8443,34,3527,41.77425086,45,0.532985905
00CEFG,Bessacarr,13343,233,5749,43.08626246,104,0.77943491
00BMFA,Besses,9272,58,3837,41.38265746,64,0.690250216
00FYNJ,Bestwood,15321,28,6895,45.00358984,159,1.037791267
37UEGB,Bestwood Village,1655,6,682,41.20845921,12,0.725075529
00BNFE,Beswick and Clayton,9371,18,4292,45.80087504,149,1.590011738
15UGFU,Bethel,5841,61,2291,39.22273583,49,0.838897449
00BGFW,Bethnal Green North,11765,43,4627,39.32851679,571,4.853378666
00BGFX,Bethnal Green South,13675,57,5039,36.84826325,719,5.257769653
00AXFZ,Beverley,9488,158,3779,39.82925801,288,3.035413153
00FAMY,Beverley,8581,64,3617,42.15126442,350,4.078778697
00FBND,Beverley Rural,13940,270,5449,39.08895265,239,1.714490674
00MSMT,Bevois,13621,65,5243,38.49203436,2453,18.00895676
45UEFP,Bewbush,9081,63,3173,34.94108578,65,0.7157802
47UGFX,Bewdley and Arley,6295,101,2699,42.87529786,63,1.000794281
00EUNC,Bewsey and Whitecross,9432,18,4431,46.9783715,69,0.731552163
38UBGS,Bicester East,6183,56,2308,37.32815785,34,0.549894873
38UBGT,Bicester North,5650,41,2279,40.33628319,28,0.495575221
38UBGU,Bicester South,4371,31,1855,42.43880119,19,0.434683139
38UBGW,Bicester Town,4922,31,2324,47.21657863,24,0.487606664
38UBGX,Bicester West,7546,66,2846,37.71534588,40,0.530082163
00CTFA,Bickenhill,13561,147,5342,39.39237519,132,0.973379544
30UPGG,Bickerstaffe,2013,28,839,41.67908594,23,1.142573274
18UEGH,Bickington and Roundswell,4196,41,1797,42.82650143,20,0.476644423
18UGGP,Bickleigh and Shaugh,5063,36,1846,36.46059648,32,0.632036342
00AFGD,Bickley,13904,244,5584,40.16110472,155,1.114787112
22UFGE,Bicknacre and East and West Hanningfield,5039,79,2032,40.3254614,42,0.83349871
29UBHB,Biddenden,2434,32,1008,41.41331142,16,0.65735415
00CLFD,Biddick Hall,6934,19,3011,43.42370926,44,0.63455437
41UHGH,Biddulph East,5996,16,2372,39.55970647,27,0.4503002
41UHGJ,Biddulph Moor,1689,30,696,41.20781528,17,1.006512729
41UHGK,Biddulph North,5122,61,2118,41.35103475,50,0.976181179
41UHGL,Biddulph South,1626,8,706,43.41943419,12,0.73800738
41UHGM,Biddulph West,5079,36,2173,42.7840126,39,0.76786769
18UKGF,Bideford East,4837,35,1924,39.77672111,28,0.578871201
18UKGG,Bideford North,5173,54,2393,46.25942393,72,1.391842258
18UKGH,Bideford South,5018,38,2023,40.31486648,36,0.717417298
44UEGR,Bidford and Salford,6446,68,2605,40.41265901,32,0.496431896
00CBFB,Bidston,10446,26,4531,43.37545472,88,0.842427724
11UBGU,Bierton,1771,17,696,39.2998306,8,0.451722191
00AFGE,Biggin Hill,10131,124,3778,37.29148159,79,0.779784819
09UCGL,Biggleswade Holme,4701,60,1939,41.24654329,25,0.531801744
09UCGM,Biggleswade Ivel,6999,53,2995,42.7918274,37,0.52864695
09UCGN,Biggleswade Stratton,3683,13,1393,37.82242737,19,0.51588379
00FYNK,Bilborough,16044,30,7198,44.86412366,186,1.159311892
41UFHM,Bilbrook,4077,29,1776,43.56144224,24,0.588668138
22UBFQ,Billericay East,11472,209,4605,40.14121339,85,0.740934449
22UBFR,Billericay West,11934,202,4969,41.6373387,82,0.687112452
31UDGD,Billesdon,1586,43,692,43.63177806,8,0.504413619
00CNFD,Billesley,26974,145,10927,40.5093794,269,0.997256617
34UFFZ,Billing,8695,80,3463,39.82748706,83,0.954571593
00BZFA,Billinge and Seneley Green,12717,177,4985,39.19949674,158,1.242431391
32UEGK,Billinghay,2170,16,906,41.75115207,14,0.64516129
45UFGC,Billingshurst and Shipley,7606,169,3138,41.25690245,50,0.657375756
30ULGD,Billington and Old Langho,2335,25,950,40.68522484,18,0.770877944
37UGGL,Bilsthorpe,4954,24,2009,40.55308841,27,0.54501413
00CWFA,Bilston East,10741,25,4520,42.08174285,87,0.809980449
00CWFB,Bilston North,13527,87,5350,39.55052857,138,1.020181859
36UDGL,Bilton,5653,75,2267,40.10260039,28,0.495312224
44UDGC,Bilton,4991,77,2170,43.47826087,27,0.540973753
32UCHD,Binbrook,1853,30,834,45.00809498,11,0.593631948
00MAMX,Binfield with Warfield,8189,117,3234,39.49200147,130,1.587495421
37UJGH,Bingham East,4260,62,1835,43.07511737,20,0.469483568
37UJGJ,Bingham West,4425,41,1847,41.74011299,29,0.655367232
00CXFB,Bingley,13675,158,5965,43.61974406,122,0.89213894
00CXFC,Bingley Rural,15142,154,6295,41.57310791,146,0.964205521
00CQFB,Binley and Willenhall,18296,105,7747,42.34258854,167,0.912767818
00MWPF,Binstead,3162,52,1419,44.87666034,25,0.790638836
24UCGQ,Binsted and Bentley,2654,69,1044,39.33685004,19,0.715900528
12UDGE,Birch,1983,5,845,42.61220373,5,0.252143217
22UGGF,Birch and Winstree,4846,74,1871,38.6091622,38,0.784151878
00MBNL,Birch Copse,8157,90,2995,36.71693024,32,0.392301091
30UPGH,Birch Green,4477,19,1773,39.60241233,58,1.295510386
22UQGL,Birchanger,987,12,378,38.29787234,4,0.40526849
00GAPB,Bircher,2790,59,1175,42.11469534,16,0.573476703
00ETNA,Birchfield,4449,56,1562,35.10901326,44,0.988986289
00CUFD,Birchills Leamore,13659,41,5446,39.87114723,129,0.944432242
13UDGH,Birchin,3909,54,1711,43.77078537,71,1.81632131
29UNGF,Birchington North,3668,62,1764,48.09160305,31,0.845147219
29UNGG,Birchington South,6159,35,2980,48.384478,32,0.519564864
00EUND,Birchwood,11395,98,4916,43.14172883,119,1.044317683
32UDFN,Birchwood,7800,41,3242,41.56410256,72,0.923076923
00CZFD,Birkby,15093,183,6006,39.79328165,590,3.909096932
00CAGB,Birkdale,12265,214,4964,40.47289034,140,1.141459437
00CBFC,Birkenhead,12876,30,6117,47.50698975,134,1.040695868
37UFFW,Birklands,6092,23,2498,41.00459619,40,0.656598818
00CGFB,Birley,18519,57,8006,43.23127599,122,0.658782872
00CZFE,Birstall and Birkenshaw,17312,127,7418,42.84889094,137,0.791358595
31UCGJ,Birstall Wanlip,5125,63,1964,38.32195122,50,0.975609756
31UCGK,Birstall Watermead,6513,59,2635,40.45754645,43,0.660218025
00CHFC,Birtley,8021,33,3370,42.01471138,53,0.660765491
00KAMT,Biscot,12957,93,4239,32.71590646,551,4.252527591
00MENB,Bisham and Cookham,6668,144,2755,41.31673665,55,0.824835033
20UJFY,Bishop Auckland Town,2764,29,1239,44.82633864,33,1.193921852
20UGFZ,Bishop Middleham and Cornforth,3744,29,1639,43.7767094,32,0.854700855
36UDGM,Bishop Monkton,2730,55,1159,42.45421245,16,0.586080586
00AYFZ,Bishop's,9194,37,4594,49.96737002,889,9.669349576
39UFGG,Bishop's Castle with Onny Valley,2476,35,1070,43.21486268,10,0.403877221
40UEGH,Bishop's Hull,3678,50,1503,40.86460033,17,0.462207722
40UEGJ,Bishop's Lydeard,3986,65,1638,41.0938284,35,0.878073256
18UEGJ,Bishop's Nympton,1888,24,790,41.84322034,7,0.370762712
26UDGH,Bishop's Stortford All Saints,7204,162,2696,37.42365353,84,1.166018878
26UDGJ,Bishop's Stortford Central,8946,94,3782,42.27587749,54,0.60362173
26UDGK,Bishop's Stortford Meads,5044,99,2314,45.87628866,45,0.892149088
26UDGL,Bishop's Stortford Silverleys,5561,109,1996,35.89282503,62,1.114907391
26UDGM,Bishop's Stortford South,8570,135,3129,36.51108518,65,0.758459743
44UFFY,Bishop's Tachbrook,2514,26,975,38.78281623,10,0.397772474
46UDGT,Bishopdown,3984,41,1682,42.2188755,18,0.451807229
46UBGM,Bishops Cannings,1718,50,711,41.38533178,13,0.75669383
24UPGK,Bishops Waltham,6550,76,2649,40.44274809,41,0.625954198
00EFMA,Bishopsgarth,7588,66,2991,39.41750132,81,1.06747496
00AAFE,Bishopsgate,106,0,54,50.94339623,3,2.830188679
18UHGN,Bishopsteignton,2423,38,1114,45.97606273,13,0.536524969
24UDFT,Bishopstoke East,5671,39,2205,38.88203139,27,0.476106507
24UDFU,Bishopstoke West,5437,37,2215,40.73937833,34,0.625344859
00HBNQ,Bishopston,11996,123,4723,39.37145715,1129,9.41147049
00HBNR,Bishopsworth,11339,30,4668,41.16765147,63,0.555604551
00FFNH,Bishopthorpe,3802,73,1668,43.8716465,51,1.341399264
23UFGL,Bisley,2107,61,886,42.0503085,12,0.569530138
43UJFT,Bisley,3615,61,1324,36.62517289,29,0.802213001
00EYNA,Bispham,6121,41,2688,43.91439307,55,0.898545989
39UFGH,Bitterley with Stoke St Milborough,1319,26,551,41.77407127,11,0.833965125
00MSMU,Bitterne,13177,33,5771,43.7960082,72,0.546406618
00MSMW,Bitterne Park,13276,86,5804,43.71798735,191,1.438686351
00HDNT,Bitton,3476,29,1369,39.38434983,20,0.575373993
42UDFT,Bixley,7198,116,3102,43.09530425,109,1.51430953
31UBFY,Blaby South,4809,29,1903,39.57163651,40,0.831773758
22UCGL,Black Notley and Terling,3298,31,1309,39.69072165,15,0.454821104
38UCFU,Blackbird Leys,5803,20,2306,39.73806652,76,1.309667413
00BZFB,Blackbrook,9128,50,3604,39.48290973,95,1.040753725
17UHGD,Blackbrook,3960,47,1620,40.90909091,41,1.035353535
40UDJP,Blackdown,2204,44,959,43.51179673,20,0.907441016
40UEGK,Blackdown,2130,40,834,39.15492958,22,1.03286385
00ADGC,Blackfen and Lamorbey,10419,76,4084,39.19761973,104,0.998176408
00BRFB,Blackfriars,8078,20,3891,48.16786333,806,9.977717257
20UFGE,Blackhalls,5358,18,2288,42.70250093,27,0.503919373
00AZGE,Blackheath,13135,115,6276,47.78073848,292,2.223068139
00CSFB,Blackheath,12355,40,5332,43.15661675,92,0.744637798
43ULGG,Blackheath and Wonersh,1800,49,742,41.22222222,38,2.111111111
00ALGQ,Blackheath Westcombe,11981,170,5955,49.70369752,232,1.936399299
20UDGC,Blackhill,5067,27,2137,42.17485692,30,0.592066311
00BNFF,Blackley,10196,38,4632,45.42958023,121,1.186739898
40UDJQ,Blackmoor Vale,5022,129,2135,42.51294305,35,0.696933493
19UEGF,Blackmore,3418,75,1428,41.77881802,11,0.321825629
30UJFX,Blacko and Higherford,1655,20,712,43.02114804,6,0.362537764
00BLFB,Blackrod,13098,126,5372,41.01389525,103,0.7863796
00BGFY,Blackwall and Cubitt Town,11939,36,5310,44.47608677,414,3.467627104
24UNGF,Blackwater,5086,114,1893,37.21981911,46,0.904443571
24UGFS,Blackwater and Hawley,4761,64,1729,36.31590002,28,0.588111741
17UCGC,Blackwell,4163,34,1781,42.78164785,28,0.672591881
13UBGF,Blacon Hall,7977,39,3120,39.11244829,58,0.727090385
13UBGG,Blacon Lodge,5518,28,2454,44.47263501,31,0.561797753
00HCNR,Blagdon and Churchill,3890,96,1520,39.07455013,76,1.953727506
00FKNB,Blagreaves,12517,113,5080,40.58480467,131,1.046576656
23UDGJ,Blaisdon and Longhope,1710,25,675,39.47368421,13,0.760233918
47UGFY,Blakedown and Chaddesley,4264,94,1682,39.44652908,75,1.75891182
00CJFB,Blakelaw,11912,58,5003,41.9996642,120,1.007387508
00CUFE,Blakenall,11950,28,4445,37.19665272,78,0.652719665
00CWFC,Blakenhall,11301,140,4158,36.79320414,360,3.1855588
34UGGL,Blakesley,1634,64,646,39.53488372,13,0.795593635
